Name,Artist,Album,Popularity,Lyrics,Lyrics length,Spotify ID,Spotify features,Danceability,Energy,loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Audio
Wings,Birdy,Wings,51,"37 ContributorsWings Lyrics[Verse 1]
Sunlight comes creepin' in
Illuminates our skin
We watched the day go by
Stories of all we did
It made me think of you
It made me think of you

[Verse 2]
Under a trillion stars
We danced on top of cars
Took pictures of the stage
So far from where we are
They made me think of you
They made me think of you

[Chorus]
Oh, lights go down
In the moment, we're lost and found
I just wanna be by your side
If these wings could fly
For the rest of our lives

[Verse 3]
I'm in a foreign state
My thoughts, they slip away
My words are leavin' me
They caught an aeroplane
Because I thought of you
Just from the thought of you
You might also like[Chorus]
Oh, lights go down
In the moment, we're lost and found
I just wanna be by your side
If these wings could fly
Oh, damn these walls
In the moment, we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our lives

[Interlude]
If these wings could fly

[Chorus]
Oh, lights go down
In the moment, we're lost and found
I just wanna be by your side
If these wings could fly
Oh, damn these walls
In the moment, we're ten feet tall
And how you told me after it all
We'd remember tonight
For the rest of our lives39Embed",244,7DVcgqaCDXtwZIjRTPb8bm,"{'danceability': 0.7, 'energy': 0.728, 'key': 1, 'loudness': -5.419, 'mode': 1, 'speechiness': 0.0418, 'acousticness': 0.129, 'instrumentalness': 0, 'liveness': 0.12, 'valence': 0.3, 'tempo': 121.06, 'type': 'audio_features', 'id': '7DVcgqaCDXtwZIjRTPb8bm', 'uri': 'spotify:track:7DVcgqaCDXtwZIjRTPb8bm', 'track_href': 'https://api.spotify.com/v1/tracks/7DVcgqaCDXtwZIjRTPb8bm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7DVcgqaCDXtwZIjRTPb8bm', 'duration_ms': 118994, 'time_signature': 4}",0.7,0.728,-5.419,0.0418,0.129,0.0,0.12,0.3,121.06,118994,
Perfect,One Direction,Made In The A.M. (Deluxe Edition),81,"127 ContributorsPerfect Lyrics[Verse 1: Louis]
I might never be your knight in shinin' armour
I might never be the one you take home to mother
And I might never be the one who brings you flowers
But I can be the one, be the one tonight

[Pre-Chorus: Liam]
When I first saw you from across the room
I could tell that you were curious, oh, yeah
Girl, I hope you're sure what you're looking for
'Cause I'm not good at making promises

[Chorus: Harry, All]
But if you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like goin' places we can't even pronounce
If you like to do whatever you've been dreamin' about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now

[Verse 2: Niall]
I might never be the hands you put your heart in
Or the arms that hold you any time you want them
But that don't mean that we can't live here in the moment
'Cause I can be the one you love from time to time
You might also like[Pre-Chorus: Liam]
When I first saw you from across the room
I could tell that you were curious, oh, yeah
Girl, I hope you're sure what you're looking for
'Cause I'm not good at making promises

[Chorus: Harry, All]
But if you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like goin' places we can't even pronounce
If you like to do whatever you've been dreamin' about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now

[Bridge: Harry]
And if you like cameras flashin' every time we go out
Oh, yeah
And if you're looking for someone to write your breakup songs about
Then baby, I'm perfect
And baby, we're perfect
[Chorus: Harry, All]
If you like causing trouble up in hotel rooms
And if you like having secret little rendezvous
If you like to do the things you know that we shouldn't do
Then, baby, I'm perfect
Baby, I'm perfect for you
And if you like midnight driving with the windows down
And if you like goin' places we can't even pronounce
If you like to do whatever you've been dreamin' about
Then, baby, you're perfect
Baby, you're perfect
So let's start right now93Embed",459,0tgVpDi06FyKpA1z0VMD4v,"{'danceability': 0.599, 'energy': 0.448, 'key': 8, 'loudness': -6.312, 'mode': 1, 'speechiness': 0.0232, 'acousticness': 0.163, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.168, 'tempo': 95.05, 'type': 'audio_features', 'id': '0tgVpDi06FyKpA1z0VMD4v', 'uri': 'spotify:track:0tgVpDi06FyKpA1z0VMD4v', 'track_href': 'https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v', 'duration_ms': 263400, 'time_signature': 3}",0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,263400,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Bang Bang,Jessie J,Sweet Talker (Deluxe Version),81,"251 ContributorsTranslationsEspañolPortuguêsFrançaisBang Bang Lyrics[Verse 1: Jessie J]
She got a body like an hourglass
But I can give it to you all the time
She got a booty like a Cadillac
But I can send you into overdrive, oh

[Pre-Chorus: Jessie J & Ariana Grande]
You've been waiting for that
Step on up, swing your bat
See, anybody could be bad to you
You need a good girl to blow your mind, yeah

[Chorus: Jessie J]
Bang, bang into the room (I know you want it)
Bang, bang all over you (I'll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang, bang, there goes your heart (I know you want it)
Back, back seat of my car (I'll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
[Verse 2: Ariana Grande]
She might'a let you hold her hand in school
But I'ma show you how to graduate (Mm-hmm)
No, I don't need to hear you talk the talk
Just come and show me what your momma gave ya, baby
You might also like[Pre-Chorus: Ariana Grande & Jessie J]
I heard you've got a very big (Shhh)
Mouth but don't say a thing
See, anybody could be good to you
You need a bad girl to blow your mind

[Chorus: Jessie J & Ariana Grande]
Bang, bang into the room (I know you want it)
Bang, bang all over you (I'll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)
Bang, bang, there goes your heart (There goes your heart now, I know you want it)
Back, back seat of my car (Seat of my car, I'll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)

[Interlude: Nicki Minaj]
You know what, girls?
Let me show you how to do it

[Verse 3: Nicki Minaj & Ariana Grande]
It's Myx Moscato, it's frizz in a bottle, it's Nicki Full Throttle, it's oh, oh
Swimming in The Grotto, we winning in the lotto, we dipping in the Powder Blue four-door
Kitten so good, it's dripping on wood, get a ride in the engine that could go
Batman, robbin' it, bang, bang, cockin' it, Queen Nicki dominant, prominent
It's me, Jessie, and Ari, if they test me, they sorry
Ride his uh like a Harley then pull off in his Ferrari
If he hangin', we bangin', phone rangin', he slangin'
It ain't karaoke night, but get the mic, 'cause I'm singin'
Uh, B to the A to the N to the G to the (Baby, baby, baby, bae, ba—baby)
Uh, B to the A to the N to the G to the, hey
[Pre-Chorus: Jessie J]
See, anybody could be good to you
You need a bad girl to blow your mind, your mind (Okay)
Hey

[Chorus: Jessie J, Ariana Grande & Nicki Minaj]
Bang, bang into the room (Oh, I know you want it)
Bang, bang all over you (I'll let you have it, b-bang, bang, bang, bang, baby)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, yeah!) (Kyuh, uh-huh)
Bang, bang, there goes your heart (There goes your heart, I know you want it)
Back, back seat of my car (I'll let you have it)
Wait a minute, let me take you there (Let me take you there)
Wait a minute 'til you (Oh, hey!)
Bang, bang into the room (I know you want it)
Bang, bang all over you (I'll let you have it), yo, I said
Bang, bang, bang, ba—bang, bang
Bang, bang, bang, bang, ba—bang, bang
Bang, bang, there goes your heart (I know you want it)
Back, back seat of my car (I'll let you have it)
Wait a minute, let me take you there (Oh)
Wait a minute 'til you (Oh, hey!)732Embed",668,0puf9yIluy9W0vpMEUoAnN,"{'danceability': 0.706, 'energy': 0.786, 'key': 0, 'loudness': -3.417, 'mode': 0, 'speechiness': 0.091, 'acousticness': 0.26, 'instrumentalness': 0, 'liveness': 0.38, 'valence': 0.751, 'tempo': 150.028, 'type': 'audio_features', 'id': '0puf9yIluy9W0vpMEUoAnN', 'uri': 'spotify:track:0puf9yIluy9W0vpMEUoAnN', 'track_href': 'https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN', 'duration_ms': 199387, 'time_signature': 4}",0.706,0.786,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,199387,
Heartbeat Song,Kelly Clarkson,Piece By Piece (Deluxe Version),53,"32 ContributorsHeartbeat Song Lyrics[Intro]
This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up, up, up, up all night long
Oh, up, up all night long

[Verse 1]
You, where the hell did you come from?
You're a different, different kind of fun
And I'm so used to feeling numb
Now I've got pins and needles on my tongue
Anticipating what's to come
Like a finger on a loaded gun

[Pre-Chorus 1]
I can feel it rising
Temperature inside me
Haven't felt it for a long time

[Chorus]
This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up, up, up, up all night long
Oh, up, up all night long
This is my heartbeat song and I'm gonna play it
Turned it on, but I know you can take it
Up, up, up, up all night long
Oh, up, up all night long (All night long)
You might also like[Verse 2]
I, I wasn't even gonna go out
But I never would've had a doubt
If I'd have known where I'd be now

[Pre-Chorus 2]
Your hands on my hips
And my kiss on your lips
Oh, I could do this for a long time

[Chorus]
This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up, up, up, up all night long
Oh, up, up all night long
This is my heartbeat song and I'm gonna play it
Turned it on, but I know you can take it
Up, up, up, up all night long
Oh, up, up all night long, all night long

[Bridge]
Until tonight, I only dreamed about you
I can't believe I've ever breathed without you
Baby, you make me feel alive and brand new
Bring it one more time (One more time)
[Chorus]
This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up, up, up, up all night long
Oh, up, up all night long
This is my heartbeat song and I'm gonna play it
Turned it on, but I know you can take it
Up, up, up, up all night long
Oh, up, up all night long, all night long
This is my heartbeat song and I'm gonna play it
Been so long, I forgot how to turn it
Up, up, up, up all night long
Oh, up, up all night long
This is my heartbeat song and I'm gonna play it
Turned it on, but I know you can take it
Up, up, up, up all night long
Oh, up, up all night long39Embed",451,7FC9Lng8iXU081lbigu8m8,"{'danceability': 0.49, 'energy': 0.798, 'key': 6, 'loudness': -3.66, 'mode': 1, 'speechiness': 0.0489, 'acousticness': 0.0137, 'instrumentalness': 0, 'liveness': 0.0627, 'valence': 0.479, 'tempo': 149.109, 'type': 'audio_features', 'id': '7FC9Lng8iXU081lbigu8m8', 'uri': 'spotify:track:7FC9Lng8iXU081lbigu8m8', 'track_href': 'https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7FC9Lng8iXU081lbigu8m8', 'duration_ms': 198733, 'time_signature': 4}",0.49,0.798,-3.66,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,https://p.scdn.co/mp3-preview/60107aeecd410c163220c467df4d49faf2ef91ed?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Lay Me Down - Single Version,Sam Smith,Lay Me Down,52,"1 ContributorLay Me Down - Single Version LyricsYes I do, I believe
That one day I will be, where I was
Right there, right next to you
And it's hard, the days just seem so dark
The moon, the stars, are nothing without you
Your touch, your skin, where do I begin?
No words can explain, the way I'm missing you
The night, this emptiness, this hole that I'm inside
These tears, they tell their own story

You told me not to cry when you were gone
But the feeling's overwhelming, they're much too strong
Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't want to be here if I can't be with you tonight

I'm reaching out to you
Can you hear my call? (Who's to say you won't hear me?)
This hurt that I've been through
I'm missing you, missing you like crazy

You told me not to cry when you were gone
But the feeling's overwhelming, they're much too strong
Can I lay by your side, next to you, you
And make sure you're alright
I'll take care of you
And I don't wanna be here if I can't be with you tonight
You might also likeLay me down tonight, lay me by your side
Lay me down tonight, lay me by your side
Can I lay by your side, next to you, you-ou
And make sure you're alright
I'll take care of you
And I don't wanna be here if I can't be with you tonightEmbed",264,514cTR9ks8xoyxdBTsa5v5,"{'danceability': 0.461, 'energy': 0.177, 'key': 4, 'loudness': -10.935, 'mode': 1, 'speechiness': 0.0382, 'acousticness': 0.917, 'instrumentalness': 0, 'liveness': 0.121, 'valence': 0.262, 'tempo': 127.106, 'type': 'audio_features', 'id': '514cTR9ks8xoyxdBTsa5v5', 'uri': 'spotify:track:514cTR9ks8xoyxdBTsa5v5', 'track_href': 'https://api.spotify.com/v1/tracks/514cTR9ks8xoyxdBTsa5v5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/514cTR9ks8xoyxdBTsa5v5', 'duration_ms': 219045, 'time_signature': 4}",0.461,0.177,-10.935,0.0382,0.917,0.0,0.121,0.262,127.106,219045,
Bad Blood,Taylor Swift,Bad Blood,74,"95 ContributorsTranslationsEspañolPortuguêsFrançaisBad Blood Lyrics[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
You might also like[Verse 2]
Did you think we'd be fine?
Still got scars on my back from your knives
So don't think it's in the past
These kinds of wounds, they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
[Bridge]
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold

[Chorus]
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!
'Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
'Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!370Embed",496,273dCMFseLcVsoSWx59IoE,"{'danceability': 0.65, 'energy': 0.802, 'key': 7, 'loudness': -6.114, 'mode': 1, 'speechiness': 0.181, 'acousticness': 0.0871, 'instrumentalness': 6.54e-06, 'liveness': 0.148, 'valence': 0.295, 'tempo': 170.146, 'type': 'audio_features', 'id': '273dCMFseLcVsoSWx59IoE', 'uri': 'spotify:track:273dCMFseLcVsoSWx59IoE', 'track_href': 'https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE', 'duration_ms': 211933, 'time_signature': 4}",0.65,0.802,-6.114,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933,
Sax,Fleur East,Sax,50,"24 ContributorsTranslationsPortuguêsSax Lyrics[Intro]
Give it to me
Give it to me

[Verse 1]
I met a boy last week tryna run that game
Made it sound so sweet when he say my name
I said boy, stop, run it back
You can talk that talk, but can you play that sax?
I met a boss last night buyin' out the bar
Said I can ride top-down in his Jaguar
I'm like, boy, stop, run that back
You can drive all night, but can you play that sax?

[Pre-Chorus]
Baby, baby, I've been waitin' for the one to blow my mind
(Woo, ow, okay, give it to me)
Baby, maybe you can get it if you got that thang I like
(Hey, ah, woo)

[Chorus]
I need a straight up brother with a James Brown soul
The type of red hot love that got me freezin' cold
Say you can go all night the way you lay that track (Yeah)
But if you wanna hear me sing, you better play that sax
Give it to me
You might also like[Instrumental Break]

[Refrain]
You better play that sax, uh
Okay, play it
You better play that sax

[Verse 2]
I met a dude last week, honey, he's so vain
Yeah, he be lovin' himself more than Kim and Ye
I'm like, boy, stop, run that back
Goddamn, you fine but can you play that sax?
Met a smart ass dude, mister Know-It-All
Think you got Fleur down to a formula
I'm like, boy, stop, run it back
Pick a big IQ, but can you play that sax?

[Pre-Chorus]
Baby, baby, I've been waitin' for the one to blow my mind, all right
Baby, maybe you can get it if you got that thang I like, hey

[Chorus]
I need a straight up brother with a James Brown soul
The type of red hot love that got me freezin' cold
Say you can go all night the way you lay that track (Yeah)
But if you wanna hear me sing, you better play that sax
Give it to me
[Instrumental Break]

[Refrain]
Uh, okay, yeah
You better play that sax
Okay, play it
You better play that sax
You better play that sax

[Bridge]
No fancy cars or bass guitars
Fellas in suits smoking on cigars
Those little boys making all that noise
But you ain't gon' steal the show
No fancy cars or bass guitars
Fellas in suits smoking on cigars, uh
Just play that song I know
Take a deep breath and blow
Get loose, get right
Get a grip and rock me all night
Hold tight, lean back
Play what I want with that sax
Get loose, get right
Get a grip and rock me all night
Hold tight, lean back
Play what I want with that sax
[Chorus]
I need a straight up brother with a James Brown soul (James Brown soul)
The type of red hot love that got me freezin' cold (Oh)
Say you can go all night the way you lay that track (Yeah)
But if you wanna hear me sing
If you wanna hear me sing
If you wanna hear me sing you better play that sax
(Give it to me)

[Refrain]
You better play that sax
You better play that sax
Get loose, get right
Get a grip and rock me all night
Hold tight, lean back, play what I want
You better play that sax
Get loose, get right
Get a grip and rock me all night
Hold tight, lean back, play what I want
You better play that sax
Get loose, get right
Get a grip and rock me all night
Hold tight, lean back, play what I want with that sax4Embed",620,6DVZpwOZyjhPkL09b0mqtg,"{'danceability': 0.521, 'energy': 0.957, 'key': 10, 'loudness': -0.872, 'mode': 0, 'speechiness': 0.262, 'acousticness': 0.12, 'instrumentalness': 0.0124, 'liveness': 0.627, 'valence': 0.501, 'tempo': 140.019, 'type': 'audio_features', 'id': '6DVZpwOZyjhPkL09b0mqtg', 'uri': 'spotify:track:6DVZpwOZyjhPkL09b0mqtg', 'track_href': 'https://api.spotify.com/v1/tracks/6DVZpwOZyjhPkL09b0mqtg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DVZpwOZyjhPkL09b0mqtg', 'duration_ms': 188571, 'time_signature': 4}",0.521,0.957,-0.872,0.262,0.12,0.0124,0.627,0.501,140.019,188571,https://p.scdn.co/mp3-preview/8cee35bdac006f28f9147f307202dfa2e8408b9b?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),75,"1 ContributorRather Be (feat. Jess Glynne) - Cash Cash x Valley Remix LyricsWe're a thousand miles from comfort, we have traveled land and sea
But as long as you are with me, there's no place I'd rather be
I would wait forever, exalted in the scene
As long as I am with you, my heart continues to beat

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries

If you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be

We staked out on a mission to find our inner peace
Make it everlasting so nothing's incomplete
It's easy being with you, sacred simplicity
As long as we're together, there's no place I'd rather be

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries
You might also likeIf you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

Hmm, hoo
Be, be, be, be, be, be, be, be, be
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah

If you gave me a chance, I would take it
It's a shot in the dark but I'll make it
Know with all of your heart you can't shame me
When I am with you, there's no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather beEmbed",412,0am001WwFBVGDGLwRh3ixi,"{'danceability': 0.799, 'energy': 0.586, 'key': 11, 'loudness': -6.735, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.162, 'instrumentalness': 2.03e-06, 'liveness': 0.193, 'valence': 0.549, 'tempo': 120.97, 'type': 'audio_features', 'id': '0am001WwFBVGDGLwRh3ixi', 'uri': 'spotify:track:0am001WwFBVGDGLwRh3ixi', 'track_href': 'https://api.spotify.com/v1/tracks/0am001WwFBVGDGLwRh3ixi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0am001WwFBVGDGLwRh3ixi', 'duration_ms': 227833, 'time_signature': 4}",0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,https://p.scdn.co/mp3-preview/358cc2906abb9789b9c1d4a7e07dc2601b7ade4b?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Outside (feat. Ellie Goulding),Calvin Harris,Motion,83,"2 ContributorsNew Music Tuesday 04/14/15 LyricsRihanna - American Oxygen
Joywave - Now
Snoop Dogg - So Many Pros
Tyler, The Creator - DEATHCAMP
Zedd feat. Bahari - Addicted to a Memory
Brandon Flowers - Still Want You
Jon Bellion feat. Travis Mendes - All Time Low
Ryn Weaver - The Fool
Elle King - Catch Us If You Can
The Mowgli's - Whatever Forever
SonReal - For the Town
Yelawolf feat. Eminem - Best Friend
Will Joseph Cook - Streets of Paris
Shawn Mendes - Kid In Love
Erik Hassle - No Words
Greg Holden - Save Yourself
Best Coast - Feeling OK
Elliphant - Never Been In Love (RAC Mix)
The Japanese House - Teeth
Christine and the Queens - Saint Claude
Betablock3r - In My Head
Juicy J feat. Wiz Khalifa & R.City - For Everybody
A$AP Rocky - M'$
Young Thug feat. T.I. & Boosie Badazz - Can't Tell
The-Dream - Prime
Tei Shi - Go Slow
Steve Aoki feat. Linkin Park - Darker Than Blood
Calvin Harris feat. Ellie Goulding - Outside (Hardwell Remix)
Rebecca Clements - Pure Wasted
Avid Dancer - Stop Playing With My Heart
Halestorm - Gonna Get Mine
Art of Dying feat. Dan Donegan - Rise Up
Breaking Benjamin - Angels Fall
The Wombats - Headspace
Jack Garratt - Chemical
NoMBe - California Girls
George Fitzgerald feat. Lawrence Hart - Crystallise
Jessie Baylin - Creepers (Young Love)
Villagers - Darling Arithmetic
Sunset Sons - Blondie
Miami Horror feat. Sarah Chernoff - Real Slow
Halsey - Hurricane
The Suffers - Make Some Room
MADE IN HEIGHTS - Forgiveness
Sam Hunt - Ex to See
Civil Twilight - Holy Dove
Young Guns - Daylight
Oh Mercy - Sandy
Mt. Wolf feat. Alexa Harley - VIII
Sugarmen - Dirt
Kristian Bush - Trailer Hitch
Wilsen - Garden
Sofia Reyes - Conmigo (Rest of Your Life)
Kodaline - Human Again2Embed",314,7MmG8p0F9N3C4AXdK6o6Eb,"{'danceability': 0.646, 'energy': 0.823, 'key': 2, 'loudness': -4.123, 'mode': 0, 'speechiness': 0.0394, 'acousticness': 0.213, 'instrumentalness': 0, 'liveness': 0.322, 'valence': 0.418, 'tempo': 128.035, 'type': 'audio_features', 'id': '7MmG8p0F9N3C4AXdK6o6Eb', 'uri': 'spotify:track:7MmG8p0F9N3C4AXdK6o6Eb', 'track_href': 'https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb', 'duration_ms': 227267, 'time_signature': 4}",0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,227267,https://p.scdn.co/mp3-preview/258a571c0ae04c58dad7ff59c49b0bd39cb1986b?cid=a4bf3a6d2a1640eeaff76c0764a15e10
Trouble,Iggy Azalea,Reclassified,12,"36 ContributorsTranslationsPortuguêsTrouble Lyrics[Verse 1: Iggy Azalea]
Right, I shoulda known you were bad news
From the bad boy demeanor and the tattoos
'Cause most guys only want one thing
But I'm undecided, tryna figure out if that's you
Either way though, I think you're worth a test drive
'Cause (Ooh) you're so much better than the next guy
And a little trouble only makes for a good time
So all the normal red flags be a good sign

[Chorus: Jennifer Hudson]
Don't you come here thinkin' you're ballin' (Oh, nah)
Ain't down for it, you seem like trouble to me
I can tell by the way that you lean and the way that you kiss your teeth
And you turn up so fresh and clean, smells like trouble to me

[Verse 2: Iggy Azalea]
Opposites attract, I guess this is that
Good girl, bad guy, what a perfect match
And if we (Ooh), you're gon' wanna pay back tithes
'Cause when you finish, you gon' feel like you was baptized
See, baby, now you fiendin' for a test drive
'Cause you don't wanna lose your ride to the next guy
And, baby, trouble only makes for a good time
So all the normal red flags be a good sign
You might also like[Chorus: Jennifer Hudson]
Don't you come here thinkin' you're ballin' (Oh, nah)
Ain't down for it, you seem like trouble to me
I can tell by the way that you lean and the way that you kiss your teeth
And you turn up so fresh and clean, smells like trouble to me

[Verse 3: Iggy Azalea]
I got it bad for him in the worst way
Dear Lord, how'd I get in this position and
I shoulda have never got involved in the first place
But second place never get the recognition, hmm
See what he doin' to me make have to shout it out
Got a hold on me, that's without a doubt
So clear now that he's a trouble starter
But I ain't a saint either and these ain't no still waters

[Bridge 1: Jennifer Hudson]
Just 'cause all the girls are fallin' at your feet
(Don't mean no thing to me)
'Til you show me where it's at
Smells like trouble to me
Just 'cause all the girls are fallin' at your feet
(Don't mean no thing to me)
'Til you show me where it's at
Smells like trouble to me
[Bridge 2: Iggy Azalea & Jennifer Hudson]
I shoulda known you were bad news (Oh, yeah)
Ooh, ooh, ooh, knew you were bad news (Knew you were bad)
From the bad boy demeanour and the tattoos
Ooh, ooh, ooh, all of the tattoos (Oh, no)
I shoulda known you were bad news (Oh, yeah)
Ooh, ooh, ooh, knew you were bad news (Yeah)
But I'm undecided tryna figure out if that's you (Oh)
(Ooh, ooh, ooh, trouble to me)

[Chorus: Jennifer Hudson]
Don't you come here thinkin' you're ballin' (Oh, nah)
Ain't down for it (Ooh, ooh, ooh), you seem like trouble to me
I can tell by the way that you lean and the way that you kiss your teeth
And you turn up so fresh and clean, smells like trouble to me35Embed",540,7cRggVoZ18mmvIN2EcSQ3J,"{'danceability': 0.636, 'energy': 0.592, 'key': 11, 'loudness': -5.025, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.127, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.266, 'tempo': 120.058, 'type': 'audio_features', 'id': '7cRggVoZ18mmvIN2EcSQ3J', 'uri': 'spotify:track:7cRggVoZ18mmvIN2EcSQ3J', 'track_href': 'https://api.spotify.com/v1/tracks/7cRggVoZ18mmvIN2EcSQ3J', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7cRggVoZ18mmvIN2EcSQ3J', 'duration_ms': 214799, 'time_signature': 3}",0.636,0.592,-5.025,0.0285,0.127,0.0,0.134,0.266,120.058,214799,
